ticker,factset_ticker,bloomberg_id,isin,company,region,gics_sector,gics_industry,market_cap_usd_m,exposure_latest,materiality_latest,pricing_power_latest,exposure_w1,exposure_w2,exposure_w3,exposure_w4,exposure_w5,materiality_w1,materiality_w2,materiality_w3,materiality_w4,materiality_w5,pricing_power_w1,pricing_power_w2,pricing_power_w3,pricing_power_w4,pricing_power_w5,exposure_delta_1_2,exposure_delta_2_3,exposure_delta_3_4,exposure_delta_4_5,materiality_delta_1_2,materiality_delta_2_3,materiality_delta_3_4,materiality_delta_4_5,pricing_delta_2_3,pricing_delta_3_4,pricing_delta_4_5,materiality_score,pricing_power_score,materiality_trend,alpha_flag
KO.N,KO-US,KO UN,US1912161007,Coca-Cola Co.,North America,Consumer Staples,Food Beverage & Tobacco,315895.88,Adopter,Moderate,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Moderate,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Up,Same,Same,Same,2.0,3,1.0,0
PM.N,PM-US,PM US,US7181721090,Philip Morris International Inc,North America,Consumer Staples,Food Beverage & Tobacco,276907.47,Adopter,Moderate,High,Don't Know,Don't Know,,Adopter,Adopter,Insignificant,Insignificant,,Insignificant,Moderate,,High ,,High,High,,,,Same,,,,Up,,,Same,2.0,3,1.0,0
TMO.N,TMO-US,TMO UN,US8835561023,Thermo Fisher Scientific Inc.,North America,Health Care,Pharmaceuticals Biotechnology & Life Sciences,222479.25,Enabler/Adopter,Moderate,High,Adopter,Adopter,Adopter,Adopter,Enabler/Adopter,Insignificant,Insignificant,Moderate,Moderate,Moderate,,Neutral,High,High,High,Same,Same,Same,Up,Same,Up,Same,Same,Up,Same,Same,2.0,3,1.0,0
PEP.O,PEP-US,PEP US,US7134481081,PepsiCo Inc.,North America,Consumer Staples,Food Beverage & Tobacco,203556.61,Adopter,Moderate,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Moderate,,High ,High,Low,High,Same,Same,Same,Same,Same,Same,Same,Up,Same,Down,Up,2.0,3,1.0,0
WEGE3.SA,WEGE3-BR,WEGE3 BZ,BRWEGEACNOR0,WEG,Latin America,Industrials,Capital Goods,41759.29,Enabler,Significant,Neutral,,,Enabler,Enabler,Enabler,,,Significant,Significant,Significant,,,Neutral,Neutral,Neutral,,,Same,Same,,,Same,Same,,Same,Same,3.0,2,0.0,0
ESLX.PA,EL-FR,EL FP,FR0000121667,EssilorLuxottica SA,Europe,Health Care,Health Care Equipment & Services,140106.88,Enabler/Adopter,Core to Thesis,Neutral,Don't Know,Don't Know,Don't Know,Adopter,Enabler/Adopter,Don't Know,Don't Know,Don't Know,Moderate,Core to Thesis,,Neutral,Neutral,High,Neutral,Same,Same,Up,Up,Same,Same,Up,Up,Same,Up,Down,4.0,2,2.0,0
6758.T,6758-JP,6758 JT,JP3435000009,Sony Group,Japan,Consumer Discretionary,Consumer Durables & Apparel,134220.17,Enabler/Adopter,Significant,High,Adopter,Adopter,Adopter,Adopter,Enabler/Adopter,Significant,Significant,Significant,Significant,Significant,,Neutral,Neutral,Neutral,High,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,Up,3.0,3,0.0,1
MO.N,MO-US,MO US,US02209S1033,Altria Group Inc,North America,Consumer Staples,Food Beverage & Tobacco,100057.24,Adopter,Insignificant,High,Don't Know,Don't Know,,Adopter,Adopter,Insignificant,Insignificant,,Insignificant,Insignificant,,Neutral,,High,High,,,,Same,,,,Same,,,Same,1.0,3,0.0,0
MNST.O,MNST-US,MNST US,US61174X1090,Monster Beverage Corp,North America,Consumer Staples,Food Beverage & Tobacco,78198.84,Adopter,Insignificant,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,3,0.0,0
CL.N,CL-US,CL UN,US1941621039,Colgate-Palmolive Co,North America,Consumer Staples,Household & Personal Products,68708.98,Adopter,Moderate,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Moderate,Moderate,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Up,Same,Same,Same,Same,2.0,3,1.0,0
WEIR.L,WEIR-GB,WEIR LN,GB0009465807,Weir Group PLC,Europe,Industrials,Capital Goods,11571.749,Enabler,Insignificant,Neutral,Adopter,Adopter,Adopter,Enabler,Enabler,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Up,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
SCMN.S,SCMN-CH,SCMN SE,CH0008742519,Swisscom AG,Europe,Communication Services,Telecommunication Services,42625.56,Enabler/Adopter,Insignificant,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Adopter,Enabler/Adopter,Moderate,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,High,Neutral,Same,Same,Down,Up,Down,Same,Same,Same,Same,Up,Down,1.0,2,-1.0,0
WMB.N,WMB-US,WMB UN,US9694571004,Williams Companies Inc,North America,Energy,Energy,82167.28,Enabler,Core to Thesis,High,Adopter,Adopter,Enabler,Enabler,Enabler,Insignificant,Moderate,Core to Thesis,Core to Thesis,Core to Thesis,,Neutral,High,High,High,Same,Up,Same,Same,Up,Up,Same,Same,Up,Same,Same,4.0,3,2.0,1
EL.N,EL-US,EL UN,US5184391044,Estee Lauder Companies Inc,North America,Consumer Staples,Household & Personal Products,41516.73,Adopter,Moderate,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Moderate,Moderate,Moderate,Moderate,,High ,High,High,High,Same,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,2.0,3,1.0,0
KDP.O,KDP-US,KDP US,US49271V1008,Keurig Dr Pepper Inc,North America,Consumer Staples,Food Beverage & Tobacco,36436.5,Adopter,Insignificant,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,3,0.0,0
ADVANC.BK,ADVANC-TH,ADVANC TB,TH0268010Z03,Advanced Info Service,Asia/Pacific,Communication Services,Telecommunication Services,33195.156,Enabler/Adopter,Insignificant,Neutral,Protected,Protected,Adopter,Adopter,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Up,Same,Up,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
KMB.O,KMB-US,KMB US,US4943681035,Kimberly-Clark Corp,North America,Consumer Staples,Household & Personal Products,32745.254,Adopter,Insignificant,Low,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Low,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Down,1.0,1,0.0,0
WOLF.N,WOLF-US,WOLF UN,US97785W1062,"Wolfspeed, INC",North America,Information Technology,Semiconductors & Semiconductor Equipment,2711.781,Enabler,Moderate,Low,Protected,Protected,Protected,Protected,Enabler,Insignificant,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Low,Low,Low,Same,Same,Same,Up,Same,Same,Same,Up,Down,Same,Same,2.0,1,1.0,0
300124.SZ,300124-CN,300124 CS,CNE100000V46,Shenzhen Inovance Technology,Asia/Pacific,Industrials,Capital Goods,29525.564,Enabler/Adopter,Moderate,High,Adopter,Adopter,Adopter,Adopter,Enabler/Adopter,Moderate,Moderate,Moderate,Moderate,Moderate,,High ,High,Neutral,High,Same,Same,Same,Up,Same,Same,Same,Same,Same,Down,Up,2.0,3,0.0,0
2338.HK,2338-HK,2338 HK,CNE1000004L9,WeiChai Power,Asia/Pacific,Industrials,Capital Goods,29305.23,Enabler/Adopter,Significant,High,Adopter,Adopter,Adopter,Adopter,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Significant,,Neutral,Neutral,Neutral,High,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Up,3.0,3,1.0,1
STZ.N,STZ-US,STZ UN,US21036P1084,Constellation Brands Inc,North America,Consumer Staples,Food Beverage & Tobacco,26831.328,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,High ,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Down,Same,Same,1.0,2,0.0,0
CHD.N,CHD-US,CHD UN,US1713401024,"Church & Dwight Co., Inc.",North America,Consumer Staples,Household & Personal Products,22079.596,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
CELH.O,CELH-US,CELH US,US15118V2079,Celsius Holdings Inc,North America,Consumer Staples,Food Beverage & Tobacco,13757.932,Adopter,Insignificant,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,3,0.0,0
CLX.N,CLX-US,CLX UN,US1890541097,Clorox Co,North America,Consumer Staples,Household & Personal Products,13358.827,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
BFb.N,BF.B-US,BF/B UN,US1156372096,Brown-Forman Corporation,North America,Consumer Staples,Food Beverage & Tobacco,12622.367,Adopter,Insignificant,Low,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Low,Low,Low,Same,Same,Same,Same,Same,Same,Same,Same,Down,Same,Same,1.0,1,0.0,0
CNA.L,CNA-GB,CNA LN,GB00B033F229,Centrica,Europe,Utilities,Utilities,11793.706,Enabler/Adopter,Significant,Neutral,Adopter,Adopter,Adopter,Adopter,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Significant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,3.0,2,1.0,0
002920.SZ,002920-CN,002920 CS,CNE1000033C7,Huizhou Desay SV Automotive Co Ltd,Asia/Pacific,Consumer Discretionary,Automobiles & Components,10576.192,Enabler/Adopter,Moderate,Neutral,Enabler/Adopter,Adopter,Adopter,Adopter,Enabler/Adopter,Moderate,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,Neutral,Down,Same,Same,Up,Down,Same,Same,Up,Same,Same,Same,2.0,2,0.0,0
TAP.N,TAP-US,TAP UN,US60871R2094,Molson Coors Beverage Company,North America,Consumer Staples,Food Beverage & Tobacco,9404.589,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
6506.T,6506-JP,6506 JT,JP3932000007,Yaskawa Electric,Japan,Industrials,Capital Goods,8390.17,Enabler/Adopter,Moderate,Neutral,Adopter,Adopter,Adopter,Adopter,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,2.0,2,1.0,0
PL.N,PL-US,PL UN,US72703X1063,Planet Labs PBC,North America,Industrials,Commercial & Professional Services,8263.229,Enabler/Adopter,Significant,Neutral,Disrupted,Adopter,Adopter,Adopter,Enabler/Adopter,Moderate,Insignificant,Insignificant,Insignificant,Significant,,Neutral,Neutral,Neutral,Neutral,Up,Same,Same,Up,Down,Same,Same,Up,Same,Same,Same,3.0,2,0.0,0
PSON.L,PSON-GB,PSON LN,GB0006776081,Pearson,Europe,Consumer Discretionary,Consumer Services,8244.623,Enabler/Adopter,Significant,Neutral,Adopter,Adopter,Adopter,Adopter,Enabler/Adopter,Moderate,Moderate,Moderate,Moderate,Significant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,3.0,2,1.0,0
002008.SZ,002008-CN,002008 CS,CNE000001JQ1,Han's Laser,Asia/Pacific,Industrials,Capital Goods,7173.9834,Enabler/Adopter,Significant,Neutral,Adopter,Adopter,Adopter,Adopter,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Significant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,3.0,2,1.0,0
688188.SS,688188-CN,688188 CG,CNE100003LY6,Shanghai BOCHU Electronic Technology,Asia/Pacific,Information Technology,Technology Hardware & Equipment,6549.557,Enabler/Adopter,Moderate,High,,Adopter,Adopter,Adopter,Enabler/Adopter,,Moderate,Moderate,Moderate,Moderate,,Neutral,Neutral,Neutral,High,,Same,Same,Up,,Same,Same,Same,Same,Same,Up,2.0,3,0.0,0
688017.SS,688017-CN,688017 CG,CNE1000043F9,Leader Harmonious Drive Systems,Asia/Pacific,Industrials,Capital Goods,5607.344,Enabler/Adopter,Significant,Neutral,Adopter,Adopter,Adopter,Adopter,Enabler/Adopter,Significant,Significant,Significant,Significant,Significant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,Same,3.0,2,0.0,0
4186.T,4186-JP,4186 JP,JP3571800006,Tokyo Ohka Kogyo,Japan,Materials,Materials,5288.2256,Enabler/Adopter,Moderate,Neutral,,Adopter,Adopter,Adopter,Enabler/Adopter,,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Up,,Same,Same,Up,Same,Same,Same,2.0,2,1.0,0
002472.SZ,002472-CN,002472 CH,CNE100000TF4,Zhejiang Shuanghuan Driveline Co. Ltd.,Asia/Pacific,Consumer Discretionary,Automobiles & Components,5094.0015,Enabler/Adopter,Moderate,Neutral,Adopter,Adopter,Adopter,Adopter,Enabler/Adopter,Significant,Significant,Significant,Significant,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Down,Same,Same,Same,2.0,2,-1.0,0
ELF.N,ELF-US,ELF UN,US26856L1035,elf Beauty,North America,Consumer Staples,Household & Personal Products,5053.333,Adopter,Moderate,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Moderate,Moderate,Moderate,Moderate,,High ,High,High,High,Same,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,2.0,3,1.0,0
9962.T,9962-JP,9962 JT,JP3885400006,Misumi Group,Japan,Industrials,Capital Goods,4292.9893,Enabler/Adopter,Moderate,Neutral,Adopter,Adopter,Adopter,Adopter,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,2.0,2,1.0,0
4182.T,4182-JP,4182 JT,JP3896800004,Mitsubishi Gas Chemical,Japan,Materials,Materials,3923.2832,Enabler/Adopter,Moderate,Neutral,Adopter,Adopter,Adopter,Adopter,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,2.0,2,1.0,0
LBTYA.O,LBTYA-US,LBTYA US,BMG611881019,Liberty Global,Europe,Communication Services,Telecommunication Services,3754.8794,Enabler/Adopter,Insignificant,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Adopter,Enabler/Adopter,Moderate,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Down,Up,Down,Same,Same,Same,Same,Same,Same,1.0,2,-1.0,0
4203.T,4203-JP,4203 JP,JP3409400003,Sumitomo Bakelite,Japan,Materials,Materials,3114.3271,Enabler/Adopter,Moderate,Neutral,,Adopter,Adopter,Adopter,Enabler/Adopter,,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Up,,Same,Same,Up,Same,Same,Same,2.0,2,1.0,0
COCO.O,COCO-US,COCO US,US92846Q1076,Vita Coco Company Inc,North America,Consumer Staples,Food Beverage & Tobacco,3096.5476,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,High,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Up,Down,1.0,2,0.0,0
002747.SZ,002747-CN,002747 CS,CNE100001X35,Estun Automation Co Ltd,Asia/Pacific,Industrials,Capital Goods,2990.6252,Enabler/Adopter,Moderate,Neutral,Adopter,Adopter,Adopter,Adopter,Enabler/Adopter,Moderate,Moderate,Moderate,Moderate,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,Same,2.0,2,0.0,0
COTY.N,COTY-US,COTY UN,US2220702037,Coty Inc,North America,Consumer Staples,Household & Personal Products,2717.829,Adopter,Moderate,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Moderate,Moderate,Moderate,Moderate,,High ,High,High,High,Same,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,2.0,3,1.0,0
SAM.N,SAM-US,SAM US,US1005571070,Boston Beer Company Inc,North America,Consumer Staples,Food Beverage & Tobacco,2246.9448,Adopter,Insignificant,Neutral,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,2,0.0,0
4043.T,4043-JP,4043 JT,JP3625000009,Tokuyama,Japan,Materials,Materials,2062.3145,Enabler/Adopter,Moderate,Neutral,,Adopter,Adopter,Adopter,Enabler/Adopter,,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Up,,Same,Same,Up,Same,Same,Same,2.0,2,1.0,0
SEDG.O,SEDG-US,SEDG US,US83417M1045,Solaredge Technologies Inc,North America,Information Technology,Semiconductors & Semiconductor Equipment,2027.4225,Enabler/Adopter,Moderate,Low,Adopter,Enabler/Adopter,Adopter,Adopter,Enabler/Adopter,Insignificant,Moderate,Insignificant,Insignificant,Moderate,,Low ,Low,Low,Low,Up,Down,Same,Up,Up,Down,Same,Up,Same,Same,Same,2.0,1,1.0,0
ODD.O,ODD-US,ODD US,IL0011974909,Oddity Tech Ltd,North America,Consumer Staples,Household & Personal Products,1877.4957,Adopter,Core to Thesis,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Core to Thesis,Core to Thesis,Core to Thesis,Core to Thesis,,High ,High,High,High,Same,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,4.0,3,1.0,1
NWL.O,NWL-US,NWL US,US6512291062,Newell Brands Inc.,North America,Consumer Discretionary,Consumer Durables & Apparel,1752.256,Adopter,Insignificant,Low,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Low ,Low,Low,Low,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,1,0.0,0
4061.T,4061-JP,4061 JT,JP3549600009,Denka,Japan,Materials,Materials,1666.3777,Enabler/Adopter,Moderate,Neutral,,Adopter,Adopter,Adopter,Enabler/Adopter,,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,Neutral,,Same,Same,Up,,Same,Same,Up,Same,Same,Same,2.0,2,1.0,0
ENR.N,ENR-US,ENR UN,US29272W1099,Energizer Holdings Inc.,North America,Consumer Staples,Household & Personal Products,1466.515,Adopter,Insignificant,High,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,3,0.0,0
OLPX.O,OLPX-US,OLPX US,US6793691089,"Olaplex Holdings, Inc.",North America,Consumer Staples,Household & Personal Products,1034.5195,Adopter,Insignificant,Low,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Low ,Low,Low,Low,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,1,0.0,0
EPC.N,EPC-US,EPC UN,US28035Q1022,Edgewell Personal Care,North America,Consumer Staples,Household & Personal Products,877.70496,Adopter,Insignificant,Low,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Low ,Low,Low,Low,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,1,0.0,0
WRT1V.HE,WRT1V-FI,WRT1V FH,FI0009003727,Wartsila Oyj Abp,Europe,Industrials,Capital Goods,23874.184,Enabler,Significant,Neutral,Adopter,Adopter,Adopter,Adopter,Enabler,Insignificant,Insignificant,Insignificant,Insignificant,Significant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Up,Same,Same,Same,3.0,2,1.0,0
HNST.O,HNST-US,HNST US,US4383331067,Honest Co Inc,North America,Consumer Staples,Household & Personal Products,273.58258,Adopter,Insignificant,Low,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Low ,Low,Low,Low,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,1,0.0,0
CMRC.O,CMRC-US,CMRC US,US08975P1084,Commerce.com Inc.,North America,Information Technology,Software & Services,251.07484,Enabler/Adopter,Moderate,Neutral,Adopter,Adopter,Adopter,Adopter,Enabler/Adopter,Moderate,Moderate,Moderate,Moderate,Moderate,,Neutral,Neutral,Neutral,Neutral,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,Same,2.0,2,0.0,0
ZVIA.N,ZVIA-US,ZVIA UN,US98955K1043,Zevia PBC,North America,Consumer Staples,Food Beverage & Tobacco,122.61705,Adopter,Insignificant,Low,Adopter,Adopter,Adopter,Adopter,Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Insignificant,,Low ,Low,Low,Low,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,1.0,1,0.0,0
CSL.AX,CSL-AU,CSL AU,AU000000CSL8,CSL Ltd,Asia/Pacific,Health Care,Pharmaceuticals Biotechnology & Life Sciences,60746.836,Enabler/Adopter,Insignificant,Neutral,Protected,Protected,,Don't Know,Enabler/Adopter,Insignificant,Insignificant,,Insignificant,Insignificant,,Neutral,,Neutral,Neutral,,,,Up,,,,Same,,,Same,1.0,2,0.0,0
KPN.AS,KPN-NL,KPN NA,NL0000009082,KPN,Europe,Communication Services,Telecommunication Services,18667.697,Enabler/Adopter,Insignificant,Neutral,Enabler/Adopter,Enabler/Adopter,Enabler/Adopter,Don't Know,Enabler/Adopter,Moderate,Insignificant,Insignificant,Insignificant,Insignificant,,Neutral,Neutral,Neutral,Neutral,Same,Same,Down,Up,Down,Same,Same,Same,Same,Same,Same,1.0,2,-1.0,0
WTC.AX,WTC-AU,WTC AU,AU000000WTC3,WiseTech Global Limited,Asia/Pacific,Information Technology,Software & Services,13820.049,Enabler,Moderate,High,Enabler,Enabler,Enabler,Enabler,Enabler,Moderate,Moderate,Moderate,Moderate,Moderate,,High ,High,High,High,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,Same,2.0,3,0.0,0
TKR.N,TKR-US,TKR UN,US8873891043,Timken Co,North America,Industrials,Capital Goods,6558.1123,Enabler/Adopter,Moderate,Neutral,,Don't Know,Don't Know,Don't Know,Enabler/Adopter,,Insignificant,Insignificant,Insignificant,Moderate,,Low ,Low,Low,Neutral,,Same,Same,Up,,Same,Same,Up,Same,Same,Up,2.0,2,1.0,0
RHC.AX,RHC-AU,RHC AU,AU000000RHC8,Ramsay Health Care Ltd,Asia/Pacific,Health Care,Health Care Equipment & Services,5809.3633,Enabler/Adopter,Insignificant,Low,Wildcard,Wildcard,,Don't Know,Enabler/Adopter,Insignificant,Insignificant,,Insignificant,Insignificant,,Low ,,Low,Low,,,,Up,,,,Same,,,Same,1.0,1,0.0,0
000739.SZ,000739-CN,000739 CH,CNE000000Q45,Apeloa Pharmaceutical Co Ltd,Asia/Pacific,Health Care,Pharmaceuticals Biotechnology & Life Sciences,3166.0095,Enabler/Adopter,Insignificant,Neutral,,,,Don't Know,Enabler/Adopter,,,,Insignificant,Insignificant,,,,Neutral,Neutral,,,,Up,,,,Same,,,Same,1.0,2,0.0,0
RELI.NS,500325-IN,RIL IS,INE002A01018,Reliance Industries,Asia/Pacific,Energy,Energy,204828.3,Enabler/Adopter,Core to Thesis,Neutral,Adopter,Adopter,Adopter,Enabler,Enabler/Adopter,Moderate,Moderate,Moderate,Moderate,Core to Thesis,,Neutral,Neutral,Neutral,Neutral,Same,Same,Up,Up,Same,Same,Same,Up,Same,Same,Same,4.0,2,1.0,0
HON.O,HON-US,HON US,US4385161066,Honeywell International Inc,North America,Industrials,Capital Goods,144271.73,Enabler/Adopter,Moderate,Neutral,,,Protected,Enabler,Enabler/Adopter,,,Insignificant,Moderate,Moderate,,,Neutral,Neutral,Neutral,,,Up,Up,,,Up,Same,,Same,Same,2.0,2,1.0,0
2317.TW,2317-TW,2317 TT,TW0002317005,Hon Hai Precision,Asia/Pacific,Information Technology,Technology Hardware & Equipment,100012.75,Enabler/Adopter,Core to Thesis,High,Enabler,Enabler,Enabler,Enabler,Enabler/Adopter,Significant,Significant,Core to Thesis,Core to Thesis,Core to Thesis,,High ,High,High,High,Same,Same,Same,Up,Same,Up,Same,Same,Same,Same,Same,4.0,3,1.0,1
CARR.N,CARR-US,CARR US,US14448C1045,Carrier Global Corp.,North America,Industrials,Capital Goods,50458.098,Enabler/Adopter,Moderate,High,,,Enabler,Enabler,Enabler/Adopter,,,Moderate,Moderate,Moderate,,,High,High,High,,,Same,Up,,,Same,Same,,Same,Same,2.0,3,0.0,0
6954.T,6954-JP,6954 JT,JP3802400006,Fanuc,Japan,Industrials,Capital Goods,37366.69,Enabler/Adopter,Moderate,High,Adopter,Enabler,Enabler,Enabler,Enabler/Adopter,Insignificant,Insignificant,Insignificant,Insignificant,Moderate,,Neutral,Neutral,Neutral,High,Up,Same,Same,Up,Same,Same,Same,Up,Same,Same,Up,2.0,3,1.0,0
PRY.MI,PRY-IT,PRY IM,IT0004176001,Prysmian SpA,Europe,Industrials,Capital Goods,33944.758,Enabler/Adopter,Moderate,Neutral,Don't Know,Enabler,Enabler,Enabler,Enabler/Adopter,Don't Know,Moderate,Moderate,Moderate,Moderate,,High ,High,High,Neutral,Up,Same,Same,Up,Up,Same,Same,Same,Same,Same,Down,2.0,2,1.0,0
HPE.N,HPE-US,HPE UN,US42824C1099,Hewlett Packard Enterprise,North America,Information Technology,Technology Hardware & Equipment,29015.607,Enabler/Adopter,Moderate,Neutral,Enabler,Enabler,Enabler,Enabler,Enabler/Adopter,Moderate,Moderate,Moderate,Moderate,Moderate,,Low ,Low,Low,Neutral,Same,Same,Same,Up,Same,Same,Same,Same,Same,Same,Up,2.0,2,0.0,0
